date,StateName,value,value_prev,yoy
2019-07-01,Pennsylvania,1241.0,1195.4,0.038146227204282956
2019-08-01,Pennsylvania,1243.2,1198.2,0.037556334501752664
2019-09-01,Pennsylvania,1247.0,1198.4,0.04055407209612816
2019-10-01,Pennsylvania,1247.8,1201.4,0.03862160812385529
2019-11-01,Pennsylvania,1250.6,1204.8,0.038014608233731595
2019-12-01,Pennsylvania,1248.0,1205.6,0.03516921035169207
2020-01-01,Pennsylvania,1249.2,1205.6,0.036164565361645806
2020-02-01,Pennsylvania,1255.2,1212.4,0.03530188056746941
2020-03-01,Pennsylvania,1255.6,1218.4,0.030531845042678807
2020-04-01,Pennsylvania,1251.6,1224.8,0.02188112344872639
2020-05-01,Pennsylvania,1256.6,1229.6,0.021958360442420277
2020-06-01,Pennsylvania,1264.4,1238.4,0.02099483204134356
2020-07-01,Pennsylvania,1267.2,1241.0,0.02111200644641431
2020-08-01,Pennsylvania,1274.2,1243.2,0.024935649935649895
2020-09-01,Pennsylvania,1279.8,1247.0,0.02630312750601438
2020-10-01,Pennsylvania,1288.2,1247.8,0.0323769834909442
2020-11-01,Pennsylvania,1293.6,1250.6,0.03438349592195755
2020-12-01,Pennsylvania,1300.2,1248.0,0.04182692307692304
2021-01-01,Pennsylvania,1304.8,1249.2,0.04450848543067565
2021-02-01,Pennsylvania,1308.4,1255.2,0.042383683875079736
2021-03-01,Pennsylvania,1318.6,1255.6,0.05017521503663591
2021-04-01,Pennsylvania,1338.4,1251.6,0.06935123042505609
2021-05-01,Pennsylvania,1360.0,1256.6,0.08228553238898617
2021-06-01,Pennsylvania,1386.4,1264.4,0.0964884530211958
2021-07-01,Pennsylvania,1404.6,1267.2,0.10842803030303028
2021-08-01,Pennsylvania,1424.2,1274.2,0.11772092293203573
2021-09-01,Pennsylvania,1441.2,1279.8,0.12611345522737927
2021-10-01,Pennsylvania,1439.0,1288.2,0.11706256792423542
2021-11-01,Pennsylvania,1453.6,1293.6,0.12368583797155219
2021-12-01,Pennsylvania,1461.6,1300.2,0.12413474850023065
2022-01-01,Pennsylvania,1470.0,1304.8,0.12660944206008584
2022-02-01,Pennsylvania,1480.0,1308.4,0.13115255273616633
2022-03-01,Pennsylvania,1495.2,1318.6,0.13392992567875028
2022-04-01,Pennsylvania,1512.0,1338.4,0.12970711297071125
2022-05-01,Pennsylvania,1518.8,1360.0,0.11676470588235288
2022-06-01,Pennsylvania,1530.2,1386.4,0.10372186959030572
2018-01-01,Rhode Island,1347.0,,
2018-02-01,Rhode Island,1353.0,,
2018-03-01,Rhode Island,1366.0,,
2018-04-01,Rhode Island,1381.0,,
2018-05-01,Rhode Island,1384.0,,
2018-06-01,Rhode Island,1392.0,,
2018-07-01,Rhode Island,1388.0,,
2018-08-01,Rhode Island,1379.0,,
2018-09-01,Rhode Island,1379.0,,
2018-10-01,Rhode Island,1372.0,,
2018-11-01,Rhode Island,1384.0,,
2018-12-01,Rhode Island,1394.0,,
2019-01-01,Rhode Island,1400.0,1347.0,0.039346696362286604
2019-02-01,Rhode Island,1417.0,1353.0,0.047302291204730285
2019-03-01,Rhode Island,1431.0,1366.0,0.04758418740849191
2019-04-01,Rhode Island,1450.0,1381.0,0.04996379435191889
2019-05-01,Rhode Island,1458.0,1384.0,0.053468208092485536
2019-06-01,Rhode Island,1457.0,1392.0,0.04669540229885061
2019-07-01,Rhode Island,1449.0,1388.0,0.04394812680115279
2019-08-01,Rhode Island,1443.0,1379.0,0.046410442349528624
2019-09-01,Rhode Island,1440.0,1379.0,0.04423495286439438
2019-10-01,Rhode Island,1454.0,1372.0,0.05976676384839652
2019-11-01,Rhode Island,1450.0,1384.0,0.047687861271676235
2019-12-01,Rhode Island,1444.0,1394.0,0.03586800573888094
2020-01-01,Rhode Island,1458.0,1400.0,0.04142857142857137
2020-02-01,Rhode Island,1473.0,1417.0,0.03952011291460833
2020-03-01,Rhode Island,1494.0,1431.0,0.04402515723270439
2020-04-01,Rhode Island,1499.0,1450.0,0.03379310344827591
2020-05-01,Rhode Island,1488.0,1458.0,0.020576131687242816
2020-06-01,Rhode Island,1498.0,1457.0,0.028140013726835944
2020-07-01,Rhode Island,1523.0,1449.0,0.05106970324361626
2020-08-01,Rhode Island,1523.0,1443.0,0.05544005544005537
2020-09-01,Rhode Island,1523.0,1440.0,0.057638888888888795
2020-10-01,Rhode Island,1537.0,1454.0,0.05708390646492445
2020-11-01,Rhode Island,1569.0,1450.0,0.0820689655172413
2020-12-01,Rhode Island,1577.0,1444.0,0.09210526315789469
2021-01-01,Rhode Island,1581.0,1458.0,0.08436213991769548
2021-02-01,Rhode Island,1597.0,1473.0,0.0841819416157501
2021-03-01,Rhode Island,1611.0,1494.0,0.07831325301204828
2021-04-01,Rhode Island,1650.0,1499.0,0.1007338225483656
2021-05-01,Rhode Island,1695.0,1488.0,0.1391129032258065
2021-06-01,Rhode Island,1698.0,1498.0,0.13351134846461954
2021-07-01,Rhode Island,1728.0,1523.0,0.13460275771503616
2021-08-01,Rhode Island,1742.0,1523.0,0.14379514116874592
2021-09-01,Rhode Island,1741.0,1523.0,0.14313854235062373
2021-10-01,Rhode Island,1746.0,1537.0,0.13597918022121025
2021-11-01,Rhode Island,1756.0,1569.0,0.11918419375398348
2021-12-01,Rhode Island,1781.0,1577.0,0.12935954343690548
2022-01-01,Rhode Island,1805.0,1581.0,0.14168247944339019
2022-02-01,Rhode Island,1822.0,1597.0,0.14088916718847844
2022-03-01,Rhode Island,1853.0,1611.0,0.1502172563625077
2022-04-01,Rhode Island,1899.0,1650.0,0.15090909090909088
2022-05-01,Rhode Island,1956.0,1695.0,0.15398230088495568
2022-06-01,Rhode Island,1953.0,1698.0,0.15017667844522964
2018-01-01,South Carolina,1165.6666666666667,,
2018-02-01,South Carolina,1176.6666666666667,,
2018-03-01,South Carolina,1181.3333333333333,,
2018-04-01,South Carolina,1192.3333333333333,,
2018-05-01,South Carolina,1196.3333333333333,,
2018-06-01,South Carolina,1203.3333333333333,,
2018-07-01,South Carolina,1209.0,,
2018-08-01,South Carolina,1209.0,,
2018-09-01,South Carolina,1214.0,,
2018-10-01,South Carolina,1213.0,,
2018-11-01,South Carolina,1212.0,,
2018-12-01,South Carolina,1208.0,,
2019-01-01,South Carolina,1211.6666666666667,1165.6666666666667,0.03946239633971982
2019-02-01,South Carolina,1221.0,1176.6666666666667,0.03767705382436248
2019-03-01,South Carolina,1227.0,1181.3333333333333,0.03865688487584662
2019-04-01,South Carolina,1236.0,1192.3333333333333,0.036622868325412394
2019-05-01,South Carolina,1245.6666666666667,1196.3333333333333,0.04123711340206193
2019-06-01,South Carolina,1252.6666666666667,1203.3333333333333,0.04099722991689769
2019-07-01,South Carolina,1255.6666666666667,1209.0,0.03859939343810326
2019-08-01,South Carolina,1250.6666666666667,1209.0,0.03446374414116349
2019-09-01,South Carolina,1252.6666666666667,1214.0,0.0318506315211422
2019-10-01,South Carolina,1251.0,1213.0,0.031327287716405694
2019-11-01,South Carolina,1251.6666666666667,1212.0,0.032728272827282856
2019-12-01,South Carolina,1252.3333333333333,1208.0,0.03669977924944812
2020-01-01,South Carolina,1261.3333333333333,1211.6666666666667,0.04099037138927075
2020-02-01,South Carolina,1269.3333333333333,1221.0,0.03958503958503945
2020-03-01,South Carolina,1276.6666666666667,1227.0,0.040478130942678714
2020-04-01,South Carolina,1271.6666666666667,1236.0,0.02885652642934211
2020-05-01,South Carolina,1267.0,1245.6666666666667,0.017126036928017063
2020-06-01,South Carolina,1271.0,1252.6666666666667,0.01463544438531117
2020-07-01,South Carolina,1277.3333333333333,1255.6666666666667,0.017255110167241794
2020-08-01,South Carolina,1279.6666666666667,1250.6666666666667,0.023187633262260032
2020-09-01,South Carolina,1286.3333333333333,1252.6666666666667,0.02687599787120787
2020-10-01,South Carolina,1285.6666666666667,1251.0,0.027711164401811983
2020-11-01,South Carolina,1287.6666666666667,1251.6666666666667,0.028761651131824273
2020-12-01,South Carolina,1296.6666666666667,1252.3333333333333,0.035400585573596155
2021-01-01,South Carolina,1311.0,1261.3333333333333,0.03937632135306557
2021-02-01,South Carolina,1310.0,1269.3333333333333,0.03203781512605053
2021-03-01,South Carolina,1332.0,1276.6666666666667,0.04334203655352464
2021-04-01,South Carolina,1349.6666666666667,1271.6666666666667,0.061336828309305425
2021-05-01,South Carolina,1373.3333333333333,1267.0,0.08392528282031031
2021-06-01,South Carolina,1407.3333333333333,1271.0,0.10726462103330703
2021-07-01,South Carolina,1443.0,1277.3333333333333,0.12969728601252606
2021-08-01,South Carolina,1473.0,1279.6666666666667,0.15108101067986457
2021-09-01,South Carolina,1484.0,1286.3333333333333,0.15366675304483035
2021-10-01,South Carolina,1500.3333333333333,1285.6666666666667,0.16696914700544463
2021-11-01,South Carolina,1518.6666666666667,1287.6666666666667,0.17939425317111057
2021-12-01,South Carolina,1517.3333333333333,1296.6666666666667,0.17017994858611818
2022-01-01,South Carolina,1508.0,1311.0,0.15026697177726933
2022-02-01,South Carolina,1513.6666666666667,1310.0,0.1554707379134861
2022-03-01,South Carolina,1531.6666666666667,1332.0,0.14989989989989994
2022-04-01,South Carolina,1555.0,1349.6666666666667,0.1521363299580143
2022-05-01,South Carolina,1586.3333333333333,1373.3333333333333,0.1550970873786408
2022-06-01,South Carolina,1605.3333333333333,1407.3333333333333,0.1406916153481763
2018-01-01,Tennessee,1130.0,,
2018-02-01,Tennessee,1133.25,,
2018-03-01,Tennessee,1142.75,,
2018-04-01,Tennessee,1149.5,,
2018-05-01,Tennessee,1158.0,,
2018-06-01,Tennessee,1167.25,,
2018-07-01,Tennessee,1170.5,,
2018-08-01,Tennessee,1169.25,,
2018-09-01,Tennessee,1169.5,,
2018-10-01,Tennessee,1169.5,,
2018-11-01,Tennessee,1171.75,,
2018-12-01,Tennessee,1178.75,,
2019-01-01,Tennessee,1185.75,1130.0,0.0493362831858406
2019-02-01,Tennessee,1188.75,1133.25,0.048974189278623514
2019-03-01,Tennessee,1197.25,1142.75,0.04769197112229273
2019-04-01,Tennessee,1205.25,1149.5,0.04849934754240981
2019-05-01,Tennessee,1209.75,1158.0,0.04468911917098439
2019-06-01,Tennessee,1220.75,1167.25,0.04583422574427076
2019-07-01,Tennessee,1221.0,1170.5,0.04314395557454076
2019-08-01,Tennessee,1225.25,1169.25,0.04789394911267908
2019-09-01,Tennessee,1225.5,1169.5,0.04788371098760158
2019-10-01,Tennessee,1224.25,1169.5,0.04681487815305685
2019-11-01,Tennessee,1225.5,1171.75,0.04587155963302747
2019-12-01,Tennessee,1233.0,1178.75,0.04602332979851531
2020-01-01,Tennessee,1235.25,1185.75,0.04174573055028463
2020-02-01,Tennessee,1244.0,1188.75,0.04647739221871716
2020-03-01,Tennessee,1248.25,1197.25,0.04259761954479013
2020-04-01,Tennessee,1253.75,1205.25,0.04024061398050205
2020-05-01,Tennessee,1256.75,1209.75,0.03885100227319693
2020-06-01,Tennessee,1261.75,1220.75,0.03358591030104452
2020-07-01,Tennessee,1272.75,1221.0,0.042383292383292304
2020-08-01,Tennessee,1285.0,1225.25,0.048765558049377766
2020-09-01,Tennessee,1289.0,1225.5,0.05181558547531617
2020-10-01,Tennessee,1297.0,1224.25,0.059424137226873563
2020-11-01,Tennessee,1300.5,1225.5,0.06119951040391669
2020-12-01,Tennessee,1301.5,1233.0,0.05555555555555558
2021-01-01,Tennessee,1308.25,1235.25,0.05909734871483496
2021-02-01,Tennessee,1321.0,1244.0,0.06189710610932475
2021-03-01,Tennessee,1332.75,1248.25,0.0676947726817545
2021-04-01,Tennessee,1359.5,1253.75,0.08434695912263201
2021-05-01,Tennessee,1397.0,1256.75,0.11159737417943116
2021-06-01,Tennessee,1421.0,1261.75,0.12621359223300965
2021-07-01,Tennessee,1452.5,1272.75,0.14122962089962687
2021-08-01,Tennessee,1488.25,1285.0,0.15817120622568104
2021-09-01,Tennessee,1506.0,1289.0,0.1683475562451513
2021-10-01,Tennessee,1521.25,1297.0,0.17289899768696992
2021-11-01,Tennessee,1521.5,1300.5,0.16993464052287588
2021-12-01,Tennessee,1541.5,1301.5,0.18440261237034195
2022-01-01,Tennessee,1551.25,1308.25,0.18574431492451748
2022-02-01,Tennessee,1573.5,1321.0,0.19114307342922032
2022-03-01,Tennessee,1593.0,1332.75,0.19527293190770956
2022-04-01,Tennessee,1613.75,1359.5,0.18701728576682597
2022-05-01,Tennessee,1641.5,1397.0,0.17501789549033653
2022-06-01,Tennessee,1653.25,1421.0,0.1634412385643913
2018-01-01,Texas,1138.375,,
2018-02-01,Texas,1144.0,,
2018-03-01,Texas,1146.875,,
2018-04-01,Texas,1151.25,,
2018-05-01,Texas,1153.5,,
2018-06-01,Texas,1158.0,,
2018-07-01,Texas,1159.5,,
2018-08-01,Texas,1158.5,,
2018-09-01,Texas,1160.25,,
2018-10-01,Texas,1165.0,,
2018-11-01,Texas,1165.375,,
2018-12-01,Texas,1167.625,,
2019-01-01,Texas,1169.875,1138.375,0.027671022290545633
2019-02-01,Texas,1173.375,1144.0,0.025677447552447497
2019-03-01,Texas,1178.75,1146.875,0.027792915531335227
2019-04-01,Texas,1183.625,1151.25,0.02812160694896848
2019-05-01,Texas,1190.25,1153.5,0.031859557867360166
2019-06-01,Texas,1192.25,1158.0,0.029576856649395467
2019-07-01,Texas,1197.625,1159.5,0.03288055196205253
2019-08-01,Texas,1201.625,1158.5,0.03722485973241252
2019-09-01,Texas,1202.25,1160.25,0.03619909502262453
2019-10-01,Texas,1202.75,1165.0,0.03240343347639496
2019-11-01,Texas,1203.625,1165.375,0.03282205298723584
2019-12-01,Texas,1203.875,1167.625,0.031045926560325343
2020-01-01,Texas,1207.0,1169.875,0.03173415963243942
2020-02-01,Texas,1210.25,1173.375,0.03142644082241408
2020-03-01,Texas,1211.875,1178.75,0.028101802757158012
2020-04-01,Texas,1210.75,1183.625,0.02291688668285996
2020-05-01,Texas,1210.0,1190.25,0.016593152699012848
2020-06-01,Texas,1212.25,1192.25,0.01677500524218911
2020-07-01,Texas,1214.75,1197.625,0.014299133702118771
2020-08-01,Texas,1217.25,1201.625,0.013003224799750246
2020-09-01,Texas,1222.125,1202.25,0.016531503431066685
2020-10-01,Texas,1229.875,1202.75,0.022552483891082886
2020-11-01,Texas,1237.125,1203.625,0.027832589053899737
2020-12-01,Texas,1238.375,1203.875,0.028657460284498004
2021-01-01,Texas,1244.0,1207.0,0.030654515327257714
2021-02-01,Texas,1248.625,1210.25,0.031708324726296144
2021-03-01,Texas,1259.125,1211.875,0.03898916967509036
2021-04-01,Texas,1279.5,1210.75,0.05678298575263274
2021-05-01,Texas,1299.875,1210.0,0.07427685950413232
2021-06-01,Texas,1322.5,1212.25,0.09094658692513913
2021-07-01,Texas,1356.125,1214.75,0.11638197159909436
2021-08-01,Texas,1384.25,1217.25,0.13719449578968979
2021-09-01,Texas,1395.0,1222.125,0.141454433875422
2021-10-01,Texas,1411.125,1229.875,0.1473727004776908
2021-11-01,Texas,1421.375,1237.125,0.1489340204102254
2021-12-01,Texas,1434.125,1238.375,0.1580700514787523
2022-01-01,Texas,1434.625,1244.0,0.15323553054662375
2022-02-01,Texas,1451.375,1248.625,0.16237861647812601
2022-03-01,Texas,1460.125,1259.125,0.15963466693140083
2022-04-01,Texas,1478.125,1279.5,0.15523642047674868
2022-05-01,Texas,1496.25,1299.875,0.15107221848254637
2022-06-01,Texas,1509.125,1322.5,0.14111531190926274
2018-01-01,United States,1507.0,,
2018-02-01,United States,1513.0,,
2018-03-01,United States,1522.0,,
2018-04-01,United States,1531.0,,
2018-05-01,United States,1540.0,,
2018-06-01,United States,1550.0,,
2018-07-01,United States,1555.0,,
2018-08-01,United States,1559.0,,
2018-09-01,United States,1559.0,,
2018-10-01,United States,1559.0,,
2018-11-01,United States,1560.0,,
2018-12-01,United States,1561.0,,
2019-01-01,United States,1565.0,1507.0,0.0384870603848706
2019-02-01,United States,1572.0,1513.0,0.03899537343027104
2019-03-01,United States,1581.0,1522.0,0.038764783180026186
2019-04-01,United States,1590.0,1531.0,0.03853690398432397
2019-05-01,United States,1601.0,1540.0,0.03961038961038965
2019-06-01,United States,1611.0,1550.0,0.039354838709677376
2019-07-01,United States,1616.0,1555.0,0.0392282958199357
2019-08-01,United States,1618.0,1559.0,0.03784477228992955
2019-09-01,United States,1618.0,1559.0,0.03784477228992955
2019-10-01,United States,1616.0,1559.0,0.03656189865298276
2019-11-01,United States,1615.0,1560.0,0.03525641025641035
2019-12-01,United States,1617.0,1561.0,0.03587443946188351
2020-01-01,United States,1622.0,1565.0,0.03642172523961662
2020-02-01,United States,1631.0,1572.0,0.03753180661577615
2020-03-01,United States,1636.0,1581.0,0.03478810879190375
2020-04-01,United States,1630.0,1590.0,0.02515723270440251
2020-05-01,United States,1626.0,1601.0,0.015615240474703418
2020-06-01,United States,1629.0,1611.0,0.011173184357541999
2020-07-01,United States,1631.0,1616.0,0.009282178217821846
2020-08-01,United States,1628.0,1618.0,0.006180469715698411
2020-09-01,United States,1625.0,1618.0,0.004326328800988932
2020-10-01,United States,1624.0,1616.0,0.004950495049504955
2020-11-01,United States,1627.0,1615.0,0.007430340557275539
2020-12-01,United States,1630.0,1617.0,0.008039579468150926
2021-01-01,United States,1634.0,1622.0,0.007398273736128225
2021-02-01,United States,1642.0,1631.0,0.006744328632740659
2021-03-01,United States,1659.0,1636.0,0.014058679706601573
2021-04-01,United States,1685.0,1630.0,0.033742331288343586
2021-05-01,United States,1716.0,1626.0,0.05535055350553497
2021-06-01,United States,1749.0,1629.0,0.07366482504604055
2021-07-01,United States,1786.0,1631.0,0.0950337216431636
2021-08-01,United States,1820.0,1628.0,0.11793611793611802
2021-09-01,United States,1843.0,1625.0,0.13415384615384607
2021-10-01,United States,1861.0,1624.0,0.145935960591133
2021-11-01,United States,1878.0,1627.0,0.15427166564228645
2021-12-01,United States,1895.0,1630.0,0.16257668711656437
2022-01-01,United States,1901.0,1634.0,0.16340269277845776
2022-02-01,United States,1925.0,1642.0,0.17235079171741785
2022-03-01,United States,1942.0,1659.0,0.17058468957203132
2022-04-01,United States,1965.0,1685.0,0.16617210682492578
2022-05-01,United States,1991.0,1716.0,0.16025641025641035
2022-06-01,United States,2007.0,1749.0,0.14751286449399648
2018-01-01,Utah,1191.3333333333333,,
2018-02-01,Utah,1205.0,,
2018-03-01,Utah,1212.0,,
2018-04-01,Utah,1223.0,,
2018-05-01,Utah,1225.6666666666667,,
2018-06-01,Utah,1236.6666666666667,,
2018-07-01,Utah,1247.6666666666667,,
2018-08-01,Utah,1251.3333333333333,,
2018-09-01,Utah,1249.0,,
2018-10-01,Utah,1252.0,,
2018-11-01,Utah,1251.6666666666667,,
2018-12-01,Utah,1260.0,,
2019-01-01,Utah,1265.6666666666667,1191.3333333333333,0.062395075545607304
2019-02-01,Utah,1265.6666666666667,1205.0,0.05034578146611346
2019-03-01,Utah,1276.0,1212.0,0.05280528052805278
2019-04-01,Utah,1282.6666666666667,1223.0,0.048787135459253284
2019-05-01,Utah,1297.0,1225.6666666666667,0.058199619254827306
2019-06-01,Utah,1303.6666666666667,1236.6666666666667,0.054177897574124056
2019-07-01,Utah,1307.0,1247.6666666666667,0.04755543681538876
2019-08-01,Utah,1309.6666666666667,1251.3333333333333,0.046616941928609545
2019-09-01,Utah,1310.6666666666667,1249.0,0.04937283159861239
2019-10-01,Utah,1306.3333333333333,1252.0,0.043397231096911515
2019-11-01,Utah,1306.3333333333333,1251.6666666666667,0.043675099866844036
2019-12-01,Utah,1308.3333333333333,1260.0,0.03835978835978837
2020-01-01,Utah,1309.6666666666667,1265.6666666666667,0.03476428759547012
2020-02-01,Utah,1321.6666666666667,1265.6666666666667,0.04424545693968929
2020-03-01,Utah,1324.6666666666667,1276.0,0.03814002089864155
2020-04-01,Utah,1321.0,1282.6666666666667,0.029885654885654755
2020-05-01,Utah,1325.3333333333333,1297.0,0.021845283988691788
2020-06-01,Utah,1333.6666666666667,1303.6666666666667,0.02301201738685754
2020-07-01,Utah,1343.0,1307.0,0.02754399387911244
2020-08-01,Utah,1345.0,1309.6666666666667,0.02697887503181473
2020-09-01,Utah,1340.6666666666667,1310.6666666666667,0.022889114954221856
2020-10-01,Utah,1357.6666666666667,1306.3333333333333,0.03929573870885439
2020-11-01,Utah,1367.0,1306.3333333333333,0.04644041847410052
2020-12-01,Utah,1368.6666666666667,1308.3333333333333,0.046114649681528785
2021-01-01,Utah,1387.3333333333333,1309.6666666666667,0.05930262153219634
2021-02-01,Utah,1400.3333333333333,1321.6666666666667,0.059520807061790526
2021-03-01,Utah,1417.3333333333333,1324.6666666666667,0.069954705586311
2021-04-01,Utah,1442.3333333333333,1321.0,0.09184960888215987
2021-05-01,Utah,1477.0,1325.3333333333333,0.11443661971830998
2021-06-01,Utah,1504.0,1333.6666666666667,0.12771807048237926
2021-07-01,Utah,1539.6666666666667,1343.0,0.14643832216430885
2021-08-01,Utah,1551.3333333333333,1345.0,0.15340768277571248
2021-09-01,Utah,1567.0,1340.6666666666667,0.16882148184982593
2021-10-01,Utah,1606.0,1357.6666666666667,0.18291185858089865
2021-11-01,Utah,1608.3333333333333,1367.0,0.17654230675445004
2021-12-01,Utah,1621.6666666666667,1368.6666666666667,0.18485143692157813
2022-01-01,Utah,1631.3333333333333,1387.3333333333333,0.17587698222008652
2022-02-01,Utah,1656.3333333333333,1400.3333333333333,0.1828136158057605
2022-03-01,Utah,1670.3333333333333,1417.3333333333333,0.1785042333019755
2022-04-01,Utah,1699.6666666666667,1442.3333333333333,0.17841460596256087
2022-05-01,Utah,1722.6666666666667,1477.0,0.16632814263146023
2022-06-01,Utah,1740.6666666666667,1504.0,0.15735815602836878
2018-01-01,Virginia,1217.5,,
2018-02-01,Virginia,1222.0,,
2018-03-01,Virginia,1232.0,,
2018-04-01,Virginia,1241.5,,
2018-05-01,Virginia,1246.5,,
2018-06-01,Virginia,1249.0,,
2018-07-01,Virginia,1251.5,,
2018-08-01,Virginia,1251.0,,
2018-09-01,Virginia,1247.0,,
2018-10-01,Virginia,1246.5,,
2018-11-01,Virginia,1252.5,,
2018-12-01,Virginia,1251.5,,
2019-01-01,Virginia,1255.5,1217.5,0.031211498973305885
2019-02-01,Virginia,1263.0,1222.0,0.03355155482815064
2019-03-01,Virginia,1272.0,1232.0,0.032467532467532534
2019-04-01,Virginia,1279.5,1241.5,0.030608135320177254
2019-05-01,Virginia,1288.0,1246.5,0.03329322101885279
2019-06-01,Virginia,1291.0,1249.0,0.033626901521216945
2019-07-01,Virginia,1291.5,1251.5,0.03196164602477025
2019-08-01,Virginia,1296.0,1251.0,0.03597122302158273
2019-09-01,Virginia,1295.0,1247.0,0.038492381716118684
2019-10-01,Virginia,1292.5,1246.5,0.03690332932210194
2019-11-01,Virginia,1293.0,1252.5,0.03233532934131733
2019-12-01,Virginia,1298.0,1251.5,0.037155413503795476
2020-01-01,Virginia,1298.5,1255.5,0.03424930306650742
2020-02-01,Virginia,1304.0,1263.0,0.03246239113222482
2020-03-01,Virginia,1307.5,1272.0,0.027908805031446438
2020-04-01,Virginia,1302.0,1279.5,0.017584994138335253
2020-05-01,Virginia,1307.5,1288.0,0.015139751552795122
2020-06-01,Virginia,1311.5,1291.0,0.015879163439194377
2020-07-01,Virginia,1323.0,1291.5,0.024390243902439046
2020-08-01,Virginia,1332.5,1296.0,0.028163580246913567
2020-09-01,Virginia,1336.5,1295.0,0.032046332046332004
2020-10-01,Virginia,1341.5,1292.5,0.03791102514506761
2020-11-01,Virginia,1350.5,1293.0,0.04447022428460934
2020-12-01,Virginia,1355.5,1298.0,0.04429892141756553
2021-01-01,Virginia,1358.5,1298.5,0.04620716211012699
2021-02-01,Virginia,1365.5,1304.0,0.04716257668711665
2021-03-01,Virginia,1381.5,1307.5,0.056596558317399515
2021-04-01,Virginia,1401.5,1302.0,0.07642089093701987
2021-05-01,Virginia,1431.5,1307.5,0.09483747609942639
2021-06-01,Virginia,1459.0,1311.5,0.11246664125047645
2021-07-01,Virginia,1488.5,1323.0,0.12509448223733943
2021-08-01,Virginia,1500.0,1332.5,0.12570356472795496
2021-09-01,Virginia,1526.0,1336.5,0.14178825289936392
2021-10-01,Virginia,1539.5,1341.5,0.14759597465523666
2021-11-01,Virginia,1550.0,1350.5,0.14772306553128467
2021-12-01,Virginia,1555.5,1355.5,0.14754703061600893
2022-01-01,Virginia,1541.0,1358.5,0.13433934486566068
2022-02-01,Virginia,1552.5,1365.5,0.13694617356279748
2022-03-01,Virginia,1568.0,1381.5,0.13499819037278327
2022-04-01,Virginia,1582.0,1401.5,0.12879058151980027
2022-05-01,Virginia,1603.5,1431.5,0.1201536849458611
2022-06-01,Virginia,1619.0,1459.0,0.10966415352981485
2018-01-01,Washington,1419.5,,
2018-02-01,Washington,1428.0,,
2018-03-01,Washington,1444.0,,
2018-04-01,Washington,1458.0,,
2018-05-01,Washington,1474.0,,
2018-06-01,Washington,1486.5,,
2018-07-01,Washington,1482.5,,
2018-08-01,Washington,1492.0,,
2018-09-01,Washington,1487.5,,
2018-10-01,Washington,1485.0,,
2018-11-01,Washington,1483.5,,
2018-12-01,Washington,1481.0,,
2019-01-01,Washington,1484.5,1419.5,0.045790771398379615
2019-02-01,Washington,1490.5,1428.0,0.04376750700280119
2019-03-01,Washington,1506.5,1444.0,0.0432825484764543
2019-04-01,Washington,1523.0,1458.0,0.044581618655692656
2019-05-01,Washington,1540.5,1474.0,0.0451153324287652
2019-06-01,Washington,1554.5,1486.5,0.04574503868146662
2019-07-01,Washington,1561.0,1482.5,0.052951096121416574
2019-08-01,Washington,1560.5,1492.0,0.04591152815013411
2019-09-01,Washington,1561.0,1487.5,0.049411764705882266
2019-10-01,Washington,1559.0,1485.0,0.04983164983164978
2019-11-01,Washington,1544.0,1483.5,0.0407819346140883
2019-12-01,Washington,1541.0,1481.0,0.040513166779203136
2020-01-01,Washington,1557.5,1484.5,0.04917480633209825
2020-02-01,Washington,1576.0,1490.5,0.05736330090573638
2020-03-01,Washington,1594.0,1506.5,0.05808164619980083
2020-04-01,Washington,1586.5,1523.0,0.04169402495075514
2020-05-01,Washington,1584.0,1540.5,0.028237585199610615
2020-06-01,Washington,1584.0,1554.5,0.018977163074943793
2020-07-01,Washington,1589.5,1561.0,0.01825752722613716
2020-08-01,Washington,1587.0,1560.5,0.016981736622877275
2020-09-01,Washington,1589.5,1561.0,0.01825752722613716
2020-10-01,Washington,1580.5,1559.0,0.013790891597177612
2020-11-01,Washington,1559.5,1544.0,0.010038860103626979
2020-12-01,Washington,1551.5,1541.0,0.006813757300454304
2021-01-01,Washington,1559.5,1557.5,0.001284109149277679
2021-02-01,Washington,1582.5,1576.0,0.004124365482233605
2021-03-01,Washington,1601.0,1594.0,0.004391468005018773
2021-04-01,Washington,1645.0,1586.5,0.036873621178695304
2021-05-01,Washington,1701.0,1584.0,0.07386363636363646
2021-06-01,Washington,1750.0,1584.0,0.10479797979797989
2021-07-01,Washington,1792.5,1589.5,0.12771311733249457
2021-08-01,Washington,1821.0,1587.0,0.14744801512287342
2021-09-01,Washington,1832.5,1589.5,0.1528782636049073
2021-10-01,Washington,1835.5,1580.5,0.16134134767478647
2021-11-01,Washington,1836.0,1559.5,0.17730041680025654
2021-12-01,Washington,1828.5,1551.5,0.1785368997744119
2022-01-01,Washington,1775.5,1559.5,0.1385059313882655
2022-02-01,Washington,1824.0,1582.5,0.15260663507108996
2022-03-01,Washington,1864.5,1601.0,0.1645846346033728
2022-04-01,Washington,1887.5,1645.0,0.14741641337386024
2022-05-01,Washington,1925.5,1701.0,0.13198118753674315
2022-06-01,Washington,1946.0,1750.0,0.1120000000000001
2018-01-01,Wisconsin,1073.0,,
2018-02-01,Wisconsin,1072.0,,
2018-03-01,Wisconsin,1077.5,,
